review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date
9DF47675E1BCEB1E23A2D56BC50FD69D,2AA8454E751E7FC82EBA1192B4E49AAD,4,RECOMENDO,ENTREGA RAPIDA,07/08/2018
57763B3ACDBE739BFF9746099F5E2B42,1917DC45B0BD8E45EF7E5919E9C35C15,5,OTIMO,PRODUTO MUITO BOM TRANSPORTADORA SEM PALAVRAS ENTREGARAM MUITO RAPIDO,04/06/2018
221894CF48EAC99EA8E784C52E9BE004,5C37D6B170816F736BFA468714B2B41D,5,EXCELENTE PRODUTO,ADOREI O COBERTOR MUITO CONFORTAVEL E BOM CUSTO BENEFICIO,19/06/2018
A8886E28D64275E6CB90ECA7A708D490,E93910BAFAE4CBAA0F18AE0D66959CC5,3,RECOMENDADO,O PRODUTO E BOM MAS O VENDEDOR PRECISA FICAR ATENTO A QUALIDADE DO PRODUTO O MEU PRODUTO VEIO COM UM FURINHO QUE PARECE SER DE ALFINETE MAS QUE PARA MIM FICOU ESCONDIDO NO GERAL O PRODUTO E B,05/05/2018
BDE00E65E166BD68A4D229B512137B4B,2695C625C0969A576DFA8A6888FD04CD,4,PRODUTO BOM,GOSTEI DO PRODUTO VAI AJUDAR NO ADESTRAMENTO DO MEU CAO,24/05/2018
F1DCC4A7A8B4F999EAE0EC33D495084E,228DF0C2E8C23CC26E2A14EEB701FBA7,4,BOM,DEMOROU PARA CHEGA POREM NO ULTIMO DIA DO PRAZO GOSTEI DA GUALIDADE DO PRODUTO,28/08/2018
ACDCC64BE315D62480BF829952605193,6C903AB037EF7AEBDDA6D9A9AA9D6851,1,RUIM,MEU RELOGIO VEIO FUNCIONANDO SEM TRAVAR E FALTOU UMA CAIXINHA PRA MAS SEGURANCA,27/06/2018
B4176B6CBF47A630CC558D5CE07EF05F,F192C53F0F7A62873A327DEF931C1B55,5,10,OTIMO,22/08/2018
11B8F8C7B086E25FD43917C104650E46,2FD0FB45A29D604441578DE95E174BB1,5,MUITO BOM,ENTREGA RAPIDA TUDO OK,23/05/2018
82858E50B5C8165E82DF91E7E3310B87,D857D0A4F3A11A5EDDA482CD70B6008A,5,MUITO BOM,TUDO PERFEITO PRAZO PRECO QUALIDADE,20/06/2018
BF34BAA5A3E643966EAA5E96C035CC30,B90228D9050D13C266A67BE0E92CCD00,5,MUITO BOM,EXELENTE SOM E REALMENTE BEM REFORCADO O CABO,08/08/2018
0F58EBE78120614929E7B92D102CEB85,6F7C4D0E0BFEA3787BFA435C00423420,4,RECOMENDO,PRODUTO BOM,06/06/2018
42BAED58CD17D1BE271BFA18B8225C53,C78D3864787E5E72F651722A8858D8B6,4,ENTREGA E GARANTIA,PRODUTO ENTREGUE ANTES DO PREVISTO AINDA NAO USEI INSTALEI OS CARTUCHOS,05/05/2018
1B47742B31111E8647C3D9C14BF15C2D,A5EC4B722860BF18FD1FF9FD35FBFFF8,5,BOA NOITE BOM PRODUTO,BOA NOITE ESTOU COM DIFICULDADE DE ARRUMAR O RELOGIO DA PULSEIRA E NEM CONECTAR O BLUETOOTH,24/05/2018
8179EB34F345E70F71A4A3E7191F7EF9,F43F30B7F0AB764F863D9340E06C3F25,5,OTIMO ATENDIMENTO,MUITO BOM O ATENDIMENTO A ENTREGA FOI RAPIDA E O PRODUTO FOI ENTREGUE,03/08/2018
C25EC4444A3A9E0129AC32000ACF23D0,89DAF16CA38D1DCA141CA4B225351C02,5,OTIMO,MUITO BOM EM TODOS OS ASPECTOS,07/07/2018
0158029FD0BAE625BCF45E9ECC022625,E9DE409FDA259726830399EAF5FB4E42,5,10,PRIMEIRA VEZ QUE COMPRO E GOSTEI ENTREGARAM ATE ANTES DA DATA MUITO BOM,31/05/2018
E88C505513661BEE786BCCED0DDF0B61,F0C53CA3E5E7561FB1FF79116340D113,5,SUPER SATISFEITO COM SITE,RECOMENDO O PRODUTO MUITO BOM,22/03/2018
31BCCB8A92EF436BFF3B116AF68CA0F7,665D84D48D4C7C497117465E6F02F92F,1,INSATISFEITA,JA PASSOU O PRAZO DE ENTREGA E AINDA NAO RECEBI O PEDIDO,08/08/2018
6F66B7053250FC06791CFFDF05D5A32D,177F8B6F0CFD6EF224D0CAF1E59D89BD,5,SUPER RECOMENDO,OTIMO PRODUTO,21/06/2018
0B771D60EC2A53024402650E82D43C3F,B11B5FA23629054214FA15A68C0CFE73,3,FALTA UM QUADRO,DENTRE OS SETE QUADROS QUE ESTAVAM NO PEDIDO UM DELES NAO CHEGOU GOSTARIA DE RESOLUCAO E RECEBER O PRODUTO AGUARDO RETORNO,26/06/2018
6F5A443C3B7EDB16B50A0B38A241A984,17C724B30CF8DA2052338ADDFE28FEFE,4,PARECE ORIGINAL,APESAR DE NAO TER 100 DE CERTEZA DA PROCEDENCIA DO PRODUTO RECOMENDO APESAR DE O MESMO SO COM 7 DIAS DE USO JA APRESENTAR PEQUENAS CORROSOES NAS LATERAIS FERRUGEM OQUE NAO DEVERIA ACONTECER,01/05/2018
5F2F81B2C6F71FCE0DB3C57D0674512F,9EEDAA8643EBCA26E894F58017D00970,5,EXCELENTE ATENDIMENTO AO,INTERESSE EM AGRADAR O CLIENTE E OTIMA MERCADORIA,18/08/2018
28BD97C0D1BB8FE71145880138994ECC,915CFC1BB5564CDA804C1E544780F701,3,BOM MATERIAL NO GERAL,UNICO PONTO NEGATIVO E QUE ACHEI O TAMANHO PEQUENO E O TABULEIRO NAO FICA FIXAMENTE RETO,30/08/2018
4D088381D53A60B7F95D9D849B7C15C8,5E54BD3E9A482630F9D68D9624B9B5F6,5,BOM PRODUTO,GOSTEI MUITO DO PRODUTO IDEAL PRA PEQUENOS ESPACOS,10/05/2018
89DACA8EC5789A9734B1F86DEDECBBCB,F54752D5E157D03FEB75BB1320F30AC2,2,5,ACHEI Q ERA UM PRODUTO MAIS E OUTRO,22/05/2018
82166B51CC1BAE74D892E37E56A7D3BB,97823D6731E59CD6B4F9D3EA113A976E,5,RECOMENDO,O PRODUTO E SIMPLESDE ACORDO COM A IMAGEM E COM O PRECO PAGOOBRIGADA,01/08/2018
CD9BB9108B469543A66AE5F615285367,E17D3302A2923D0185757DFCA4243419,5,MARAVILHOSO,SUPER INDICO ENTREGA ANTES DO PRAZO PRODUTO DE OTIA QUALIDADEAMEI,29/06/2018
0CD0CABB90E7DB1D6F8A03377A7C7E00,5C455E9A6D56D30C1652AEA99D744E5C,2,COMPREI 2 PRODUTOS,O CASE PARA HD CHEGOU CORRETAMENTE MAS A CAPA PARA NOTEBOOK NAO FOI ENTREGUE SO HAVIA 1 ENCOMENDA NO PACOTE,20/05/2018
46AE55DB609EF5B15BD4FBE324A784BB,A39DA066364213F94F3FE99A34A1C4B2,2,RUIM,FOI RUIM PQ EU TIVE Q BUSCAR NO CORREIO O PRODUTO E DEPOIS VI POR MAIS BARATO EM OUTROS SITES ENTAO PESQUISARIA MT ANTES DE COMPRAR,11/05/2018
B03BE4C1E2B0351535770A28354B63A0,34F9ADEB19B3048FE136CFC0FD8340A1,5,COMPRA CERTA,PRECO BOM E ENTREGA RAPIDA,12/05/2018
47E28178F755C13A6359716F3B4759EE,C887294D29AE18C8F8CDFA478A4A36B2,5,SUPER RECOMENDO,RECEBI TUDO CERTINHO MAIS AINDA NAO USEI GOSTEI DO VISUALDA FERRAMENTA,07/06/2018
D8B393D142ADC22E494148B8D0C87C74,F83D61FF63B249EBAF932DC3E7E2532A,4,SUPER RECOMENDADO,MUITO BOM,29/06/2018
72BDFFCCFFFF55F13034949B4C0D3AED,4F017431BB604B83864DDACD57E505E4,5,EXCELENTE,PRODUTO E ENTREGA EXCELENTES,01/05/2018
B1A722293EFA303C51E067270BE0BB2C,04652586A8416E68609D21F267DEE2F6,5,OTIMA COMPRA,PRODUTO DE ALTA QUALIDADE,10/08/2018
B0D6DCD717392838C47C7298408ADCF0,16725237F8F6E32F876DFECA7624063F,5,OTIMO,OTIMO,04/08/2018
B18D9536338863743C97F47D552D9375,4DA937FFA1E058F52A9EEB89187D65B5,3,O RELOGIO NAO FUNCIONA,ENTREGA NO PRAZO PRODUTO CORRETO MAS O RELOGIO NAO FUNCIONA,27/07/2018
321A99CE17ABFC6D3F451A0E79EA2F36,4C43459211E81F383114DBCC328B7AC4,1,O CARTUCHO NAO E ORIGINAL,O CARTUCHO NAO E ORIGINAL FIZ O CANCELAMENTO E ESTOU AGUARDANDO A DEVOLUCAO DO VALOR O CARTUCHO NAO FUNCIONA,03/07/2018
2AE5C6A857FE68920F67FC6CA7CCB4D3,859BAAE7FE80B6FFDC2904CC16E16431,1,VOLTAGEM ERRADA,REALIZEI A COMPRA DE UM SECADOR NA VOLTAGEM DE 220V RECEBI UM NA VOLTAGEM DE 127VNO MOMENTO DA TROCA N HAVIA DISPONIVEL NO 220POR ESTE MOTIVO QUERO MEU DINHEIRO DE VOLTA,08/08/2018
FFD1DAE5FF6FC7D3E77DCE7837063091,7267A487CB9868419CF7109852E4EC34,5,RECOMENDO A TODOS,EXCELENTE PRODUTO ENTREGUE ANTES DO PRAZO ESTOU MUITO SATISFEITO,19/06/2018
F499E95C8E198D197824D73C08B50EC3,4AE00507AB69F40106A7C87AA6A1531F,4,LIXEIRA BRANCA,A LIXEIRA BRANCA COM 1 PECA NAO FOI ENTREGUE MAS AINDA ESTA NO PRAZO ATE 28052018 O KIT DE LIXEIRA COM 4 PECAS FOI ENTREGUE,15/05/2018
104B58E2AC1994B1CC6D81A976A3A2D6,CE9F7444804995C448736C30B7072ADD,5,OTIMO,RECOMENDO A TODOS,17/05/2018
E7753D64B0B1426AD957148D2ED467AD,A0312F29ADF4584AC12F17AA74CA8F64,5,BOM,UM OTIMO PRODUTO,24/05/2018
ECF5E5200428985A53624825C7A94186,1467273F73290140B548EEEFA70DCA8B,5,MUITO BOM,ENTREGA ANTES DO FINAL DO PRAZO,31/07/2018
7DF9D538B114707F935F2FEDE821C53D,4F75714930281CF2A8B983E0DD8A3FDE,5,FUNCIONA,FUNCIONA BEM TE SOMENTE UMA ESCOVA,15/08/2018
4F5BAE040AFCFA87C54C8F036ECD1650,A333F2FE51944B92CE68EF890185DC1B,1,ESPECIFICACAO ENGANOSA,COMPREI UM CONTROLE SONY RMYD047 E RECEBI UM CONTROLE KDL40 W1004,13/05/2018
EF8AC800A84C208056F76E751B4ED695,CD1C8A9EDD4E0F98B94E0080A2190F30,5,SUPER RECOMENTO,OTIMO PRODUTO QUALIDADE SURPREENDENTE,12/07/2018
B47D194B6D89D7533D105E79538BAF8D,1960190CA65FB64227CF890A91874094,4,RECOMENDO,,09/08/2018
CAFB40E8A27EB63F6FE5AA6EC7F34EAF,434EED8762B5D851FC7CE3BCEE924DC0,5,OTIMO,EXCELENTE,02/08/2018
D2AFE9603C1F04F142D8A7A11E389C06,08FA939BA176D6EB8430EF2990A68245,4,BOM O PRODUTO,A PRINCIPIO RECEBI UM E FIQUEI CHATEADA POIS O PEDIDO ERA DE 2 SUPORTESMINHA GRATA SURPRESA E QUE HOJE RECEBI O OUTRONAO ENTENDI MTO BEM PQ O CORREIO FEZ ISSO MAS O IMPORTANTE E QUE E MTO BOM,12/07/2018
B2FD153AC37E3340EDCFC2075773AF42,D14EBE879E1587746439C3652F063EB4,5,PRODUTO E ENTREGA NOTA 10,MUITO BOM RECOMENDO,08/06/2018
A4E00D0952BB3BCFC469CAB9590D70E6,FD7D4EB658279656EC6FA1FF66620925,5,ENTREGA OK,ENTREGA NO PRAZO E TUDO OK RECOMENDO,29/06/2018
413C7ED6DD3E92722D40943337057EBB,DCBAB7ED24E477A8DFA72D7F67FF6352,3,VENDA PERFEITA E CONFIAVE,PRODUTO BEM MENOR DO QUE O ESPERADO,08/06/2018
123677B9B5CF02B90443C0F40CA276BC,E3650EA29CE4CA131CE317A0F291FD56,5,OTIMO PRODUTO,CHEGOU RAPIDO EM PERFEITO ESTADO,24/07/2018
31A73BA86A16DEE2D71DA41B09EF91CB,AADF5FC042B64C57D336C1AD8A28A455,3,DEVOLUCAO,RECEBI O PRODUTO 1 DIA APOS A COMPRA POREM ELE VEIO COM DEFEITO FIZ A SOLICITACAO DO ESTORNO DO VALOR E A DEVOLUCAO DO PRODUTO ESTOU AGUARDANDO A RESPOSTA,30/05/2018
47371FA592824115E1E5673CCB527D54,09C06D47B8B58DBABF753646FE5B89AB,1,ENTREGA,NAO RECEBI A MERCADORIA E NAO TIVE RETORNO DO STARK PESSIMO SUPORTE,02/05/2018
20A970303D522D99962595CFDD0CAB23,C62746805B3E3593801B7880CD85C8F5,3,FRETE,E QUERO O MEU DINHEIRO DO FRETE DE VOLTA VOCE PAGA O FRETE E TEM QUE BUSCAR NO CORREIO PERDENDO TEMPO E DINHEIRO SE NAO VAI ENTREGAR POR QUE COBRA FRETE EU VOU AO PROCON,23/06/2018
EA1ED075E7F1EA608E0430AA71E82618,1D4EEDAB93656360BFEA837A37784384,5,BOM,MESMO COM A GREVE CHEGOU RAPIDO,26/05/2018
9AE81F75B22024FA495A4AC3F5C2E746,6F160D3D9D471193FDC5AA47198CE815,5,RECOMENDOOOO SUPER,ADOREI O RELOGIO MTO LINDO,08/08/2018
EBD988C31F0CAE56DE8D2926EDCE7CA1,DF0036E685FB491DBB08531F082DDBB6,5,ENTREGA RAPIDA,ENTREGA RAPIDA E PRODUTO EM PERFEITAS CONDICOES EXATAMENTE O QUE EU PRECISAVA INCLUI PARAFUSOS,14/08/2018
507C92E41CA449443C0FBC01009D37B1,CA4BA0B98A93B132627B97A29C658637,1,PESSIMA,UM ABSURDOSEMPRE COMPREI NO SITE DAS LANNISTERNUNCA TIVE PROBLEMAMAIS ESSA ULTIMA COMPRA ESTA FAZENDO VERGONHAAPESAR DE DAR UM PRAZO ENORME PARA ENTREGA Q FOI QUASE DOIS MESES AINDA NAO CHEGA,04/05/2018
4D22AE6476976AE5DD25C00CB83B5EA9,031A7DAB65C3430D325AD35AB8A95277,1,ME ENTREGARAM O PRODUTO E,QUERO A TROCA DO PRODUTO POR FAVOR,28/06/2018
E871B580CF3E54692ED08FC8F1D2BD66,7D48E6B043ED5DAC29CA0E41D3E3B584,1,NAO RECEBIMENTO DE UM PRO,GOSTARIA DE UMA POSICAO COERENTE QUANTO A CHEGADA DO MEU PRODUTO POIS DESDE O DIA 11 ERA PRA TER CHEGADO E ATE HPJE NADA NEM SEQUER CONSIGO RASTREAR,13/07/2018
34F6E55DF7F4E5E789685EFEE6B4C1A4,5B8D793745F3AC9E033F77FF0F8EA88C,5,OTIMO SERVICO,ENTREGA DIREITINHO SAO DE CONFIANCA EU RECOMENDO,24/05/2018
A27ED57683BC46AF8A91E709EC94F693,E4C77EEC895C98EE6919F8D872614EE5,5,OTIMO,MUITO BOM O ATENDIMENTO EXCELENTES,10/05/2018
F482D0E271297B5B14553B2F37435091,1996623A04F4179E755F57DBCB67D5B3,4,SATISFEITA,RECEBI CERTINHO E RAPIDO MUITO OBRIGADO,15/05/2018
0BE5543F11C12FAD24D1384805619BA4,761504D99664606C4C83458BC89144A2,5,OTIMOEU RECOMENDO,O PRODUTO CHEGOU CERTINHO BEM EMBALADO LACRADO E CHEGOU BEM ANTES DO PRAZO COMBINADO FIQUEI MUITO SATISFEITA COM MINHA COMPRA EU RECOMENDO AS LOJAS LANNISTER,13/07/2018
18A776DAC8D1EF0FD07006663C333BD0,D2778BEDB92F5E0D8D10A0A7C3FFD2F2,5,SUPER RECOMENDO,OTIMO,05/06/2018
6BA9595F8C88AD61F7EFB1F2B3DB9216,F233E323B22B8B7B4E522B3506EE34B7,3,RELOGIO MANCHADO,A PARTE DOURADA DO RELOGIO VEIO COM UMA PEQUENA MANCHA,18/05/2018
7438327627986A9C97F1CF77C197B9B3,9FF4440EE0D71EAC7B46592220856401,5,EXCELELNTE,OTIMO,26/07/2018
84E2B34549D952BC57BD991964C0127F,5C2C3051E99AA85BB1F2260F51E59F49,2,PEDIDO COM 10 TOALHAS,NAO RECEBI AINDA ESSE PEDIDO,26/08/2018
8069D7B073571CBB6522CAE319C84BB7,F8D8215245FBBC9A2D8A4B94EC2BA540,5,OTIMO,EU AMEI O RELOGIO E CHEGOU ANTES DO PREVISTO,27/07/2018
4D76CE613D8834C74C44479148F81037,CBD6B0D6698B0B6018DC2F613942FD42,5,RECOMENDO,ENTREGUE MUITO ANTES DO PRAZOCOMO O ESPERADO,12/08/2018
8D62734C792B74E286BB2E6FD2C7B533,98B5257FFEE92E64431051ECA07F38C8,5,OTIMO,OTIMO,11/06/2018
B70094E71788257AD69A27906D8DE7AC,2A3A13617346C0FCA6180BBF422D7542,4,ENTREGA,BOM PRODUTO E ENTREGUE NO PRAZO,17/05/2018
BB8AED34F21CDB2CB8C043E61F4080EF,BC6E9624C0238056251784CF956CD10D,3,RECOMENDO,PRODUTO BOM APESAR DE SR 80 AGODAO E 20 POLIESTER MAS FICA LINDO NA CAMA RECOMENDO,01/07/2018
3B1A2192D2E25FB51183D99B0F80B725,6068425EEF94486CF980570A1E00B58C,4,RECOMENDO,VEIO ANTES DO ESPERADO O PRODUTO NAO E COMO EU ESPERAVA A MALHA E MEIO FINA MAS PELO PRECO E ACEITAVEL,04/05/2018
3F117DEE0FB21088FFCD972C767800FC,32C618CF9E5152197AF878BADCD117CC,1,NAO RECOMENDARIA,O PRODUTO NAO VEIO NA COR AZUL E SIM NA BRANCA QUE NAO ERA A COR DESEJADA,25/07/2018
CFEF974883C68B76CD638A8FDFC34489,F67F6B887C390A91E5077E54F3FB5823,5,OTIMO,RECOMENDO A TODOS OTIMO SERVICO,22/05/2018
022AC7D39C82347734A3E22CEEC441EC,959505AECCC35D003AB580410022F433,5,ASSIM COMO USO RECOMENDO,MUITO RAPIDO MUITO PRATICO SEMPRE RECEBI OS PRODUTOS EXATAMENTE COMO FORAM DIVULGADOS E AINDA ANTES DO PRAZO,21/07/2018
913637E670575E7565E07801F3D97213,4B09EFF002DC4F137082D6391F5FEFDA,5,RECOMENDO,O PRODUTO E EXCELENTE E CHEGOU BEM ANTES DO PRAZO AMEI COMPRAR NESSA LOJA,27/06/2018
E2B6F30B9C45CF84B965172279B14BAC,378D1AC3D8E22DD46990757398AE8500,4,MUITO BOM,MUITO BOA NA DATA CORRETA,11/08/2018
BA6F63B982F013FCA4DB77476D7B05C0,3170DE33866D3923448FA787230EF7D1,5,MUITO LEGAL,MEU PEQUENO AMOU RENDEU HORAS DE BRINCADEIRAS A PROCURA DE FOSSEIS,24/06/2018
4B2672B2E92BA8E2070CC86DF233F6DA,69294A1F2DBE29A54C3A9C2421831D14,5,MUITO BOM,TUDO CERTINHO CHEGOU NO PRAZO,09/08/2018
78D5ABACEED342E434893A939060A396,726F3A5A67D986CBBF10BBC4F72CD4FE,4,BOA,CONFORME INFORMACAO,14/08/2018
2933B04DC514C187D3C97CB9D10EC221,A62EDB6B5312CDC742089AA7C336718C,5,OTIMA,OTIMOS PRODUTOS,14/07/2018
6E363A38823008D23EF7006F913A3AB3,108F4FB029E55A72B96FAC9B9F489C1E,5,OTIMO,TUDO CERTO,04/05/2018
AC46B0FE470A167AE37F5AE054416E13,0725AD25260EF550BC00BE1179252EFE,1,ENTREGA INCOMPLETA,COMPREI DUAS UNIDADES E SO RECEBI UMA,17/06/2018
45B2ED2EDCD0290B079318D568578F04,2D30BCDAAF18C2598140AA6F7F230216,4,XX,XX,14/06/2018
FC6AB7424BC947A11AB8E1126339E274,1C2FA2BCAA76535EEE600E20477B4ABF,5,SIM,MUITO BOM,26/04/2018
B097E32B2327DBAF94DE7A06ED3D241E,BE5B278E38C06FB98C18C6ED0554B754,1,PRODUTO ERRADO,RECEBI UM PRODUTO TOTALMENTE DIFERENTE DO QUE COMPREI ABRI PEDIDO DE DEVOLUCAO NO SITE DIA 0908 E AINDA ESTOU NO AGUARDO DE UMA RESPOSTA,09/08/2018
DB646F02A2FA60D0C67738AECB611770,C66B4D4C8665330B53721D0F84FEED9D,1,PROPAGANDA ENGANOSA,NAO ENVIARAM PRODUTO CONFORME O ANUNCIOA TARGARYEN ANUNCIA UM KIT E SO TE ENVIAM UM PRODUTO,10/07/2018
8EE002C2DE3B74A3D2C7DA4CE1967258,4BDB3AF7B8D5DB206E5EA7B4F964BA4C,1,NAO RECEBI SAIA CAMA BOX,SAIA CAMA BOX NAO RECEBI FOI ENTREGUE SOMENTE O XALEFAVOR VERIFICAR O OCORRIDO,07/07/2018
D26FBDCE396994519FCA5E974087E534,2A56C0C034674A4F3655FDBD44D8DF8D,5,SUPER RECOMENDO,PRODUTO NOVO EM BOAS CONDICOES E A ENTREGA CHEGOU 6 DIAS ANTES DO PRAZO ESTABELECIDO,29/08/2018
5D4C185E3374183BA0C9FC5FD8ECABD0,B7B4AC6CF1E3F2B55ADD5793768DC23B,5,PORTA TEMPEROS,GOSTEI MUITO E DECIDI COMPRAR MAIS UM O PRODUTO E DE BOA QUALIDADE E A ENTREGA FOI ANTES DO PRAZO PREVISTO ADOREI,13/07/2018
7B0C20442C1650BBA420204B5603D8EE,1BB0CE15A167CB42D0BC628A99395F66,5,ENTREGA RAPIDA,MUITO BOA EXPERIENCIA,09/08/2018
B719156979098F08E0ABA4FB127F2A80,10910627BADE59F9426ABD86CF292846,5,MUITO BOM,COMPRA SEGURA E ENTREGA RAPIDA,18/05/2018
9FFD792EB81D808FFCE49297891642CF,ABCB42831F6165CDA2570C76E90CDA5D,5,SUPER RECOMENDO,APROVADO,10/08/2018
07FD5A2A83DA3A36D681696F31544B76,72E57D0B326731DDD25D0D44212A42CB,5,ENTREGA,GOSTEI MUITO DA MINHA BALANCA DIGITAL,29/08/2018
E431888909F3B158C93252D63DC8B28F,13F122A23BDCDC6DE4C10FB7D9FA6A0D,5,RECOMENDO,ENTREGA NO PRAZO E CONFORME ANUNCIADO,08/08/2018
B381825F3D2F84B81FB00AB1C294DD5C,E8DDCA0D6240B571472906AB8A331F85,3,5,FOI ENTREGUE DE ACORDO COM O PRAZO OBRIGADA,27/04/2018
2F2F7151334B69BD764A391BF3AB0173,171FD36E6D28AAA958E043B897006F1D,5,DEZ,NAO A LOJA MELHOR DE SE COMPRAR RAPIDO E AGIL NAS ENTREGAR PARABENS,30/05/2018
4F56D84270C0B1E5E7AA2171FB08FCED,96C3A40E38272781DD5B3DFC4797E8F7,5,RELOGIO EURO,PRODUTO ENTREGUE CONFORME O ANUNCIO,30/06/2018
203CD8D937355533BBF7A13FC8387B1E,412E22F7BFCA70106C77569BBE81ED1A,5,RECOMENDO,PRODUTO DE OTIMA QUALIDADE RECOMENDO A TODOS DO ML,22/05/2018
8A29100DAC5F2342EEFA8265C15EA2F9,6B0AC1BDEA322C7060EEA92FEB9E9A6F,5,OTIMO PRODUTO,SUPER INTERESSANTE CHEGOU ANTES DO PRAZO,10/07/2018
4C9BB45111E186794C846F8D4B3361B8,33D3D6EF8E5CB45848D12D1A05BC1D1E,5,ADOREI,PESSOAL MUITO ATENCIOSO E GENTIL OTIMO PRECO TUDO DE BOM RECOMENDO,09/05/2018
4632F41C47E5EE556A97DD2323746978,39147BDFD750C2D950429EFE16EA6CF7,1,RECOMENDO,MATERIAL COM UMA QUALIDADE MUITO BOALETRA PARA LEITURA MUITO BOAE FOI ENTREGUE TUDO CERTO,07/06/2018
5C00350DAFC7BF00BC81415659E772E6,6D0940A8F5FBA47562BB14CD97DFD6DA,1,POSVENDA DEIXA A DESEJAR,DIFICIL COMUNICACAO COM O VENDEDOR APOS A COMPRA DO PRODUTO FORAM DUAS TENTATIVAS DE COMPRA A PRIMEIRA RESULTOU INEXITOSA E FOI CANCELADA SEM EXPLICACAO AINDA AGUARDO PELA SEGUNDA COMPRA DO MESMO,30/08/2018
63A4386398E32E22780D6B6BCDD677FD,591749138516FC08043A066ECC49963D,4,RECOMENDO,A ENTREGA FOI RAPIDA MUITO BOM,28/08/2018
153DA93C3B4EE097A04812A5C671BB2B,55471A53555CB61D9CD2FF895A278033,1,NAO RECOMENDO,A EMBALAGEM ESTAVA TODA AMASSADA A NOTA FISCAL VEIO COLADA COM DUREX E NAO TEM COMO SOLTALA DELE SEM RASGAR E VEIO FALTANDO A PLATAFORMA DE DRENAGEM INTERNA,11/07/2018
9EAD2A4E2E320C0C4095EBFA2762ACF2,3A335D9250509602DA8EEBCF766E1DDB,5,PORTA TEMPEROS,CHEGOU BEM EMBALADO E NO PRAZO RECOMENDO O PRODUTO E O VENDEDOR,13/07/2018
31142C69450023D6059550C561A8A45B,2BE69B19C3402F7C2AC375F252022D70,5,RECOMENDO,TUDO CERTO,15/05/2018
46DD73D0F479BA1F5CF58B9D4BF878D2,4C832B5C447F450474F8470737F7E580,1,NAO RECOMENDARIA,PEDI 2 PRODUTOS IGUAIS VIERAM CORRETAMENTE POREM UM DOS PRODUTOS VEIO SUJO SEM O PLASTICO NA ESCOVINHA DE LIMPEZA COMO SE ALGUEM JA TIVESSE MANIPULADO USADO FIQUEI BEM DESCONTENTE COM ESSE FATO,09/06/2018
3D0CC61574522A451F6E5B477CA09E8B,018CB6A10649393055C272BA2984E8BB,5,ENTREGA DENTRO DO PRAXP,PRODUTO MUITO BOM PRECO REALMENTE BOM EM RELACAO A EXECELENTE QUALIDADE DO PRODUTO,26/04/2018
E935F42D8ED125ABE3DB64C64A893632,85B1E09D7A230790544FFB86902BF77B,5,SURPRESA EXCELENTE,SUPER RECOMENTO MEU PRODUTO CHEGOU NO DIA SEGUINTE DA COMPRAR SUPER BEM EMBALADO PARABENS,07/06/2018
9D6384FD045F6E837D2346C5CC165B71,FD7B5DF31B1135F945600A23960438AA,1,PRAZO DE ENTREGA MUITO LO,TIVE PROBLEMA EM RECEBER O PRODUTO EMBALAGEM VIOLADA TIVE QUE IR ATE OS CORREIOS PARA RETIRAR O PRODUTO,10/05/2018
BD9593BE6FC941B697F3494739AFA780,274A7F7E4F1C17B7434A830E9B8759B1,1,PRODUTO NAO ENTREGUE,O PRODUTO NAO FOI ENTREGUE EM QUE PESE JA TER DECORRIDO O PRAZO PREVISTO NO MOMENTO DA COMPRA,26/07/2018
E557142A4DDEC2DA000524356935A479,1C2BCFD34CBB64F130A03AEB7C0D6C75,2,VRIO COM DEFEITO,O RELOGIO VEIO COM DEFEITOCOMO FACO PRA TROCAR,27/06/2018
6972F9FB600D8A2CAC5177F28E0B119E,284FFA157B684F496366615A6BA3201A,5,OTIMO,PRODUTO OTIMO CHEGOU BEM ANTES DO PRAZO COM DATA DE VALIDADE DE 4 ANOS E O VALOR FOI BEM MAIS EM CONTA DO QUE EM LOJAS FISICAS,12/06/2018
F492AC8126DED816404DE867E1AAD969,AF9C76F5F4F218B688C4E235DC38723D,2,INSATISFACAO PARCIAL,POR ENQUANTO RECEBI APENAS UM DOS PRODUTOS O SOQUETE O PENDENTE ARAMADO DUPLO DIAMANTE NAO CHEGOU E CONSTA COMO ENTREGUE,03/05/2018
F428D35A26AF01EE7A4CFACC63E7C9A6,E2D728D25671B9CC26C08107FAD09654,4,TAPETE,MUITO BOM E BONITO,20/05/2018
16968A1E1027818EBC015541B0A22089,A8913A7A82FC8ACAEB44C6E9909944E0,5,SUPER RECOMENDO,O PRODUTO CHEGOU BEM ANTES DO PRAZO DA MANEIRA QUE EU IMAGINAVAPARABENS,25/05/2018
E4E50D24FD204F4FCEB2A748A9B87622,5DED8A3706EABD813685534724F066DE,1,NAO RECOMENDO,COMPREI O PRODUTO QUE VEIO COM AVARIAS ESTOU TENTANDO DEVOLVER A MERCADORIA E A LOJA ESTA REJEITANDO O MEU PEDIDO ESTOU MUITO INSATISFEITO COM A LOJA E COM AS LANNISTER,26/07/2018
